Citation,Continent,Country,Latitude,Longtitude,asl,MAT,MAP,Vegetation species,Forest age,soilCN,Duration,Ambient_level,Manipulated_level,dco2,Fumigation,Response_variable,R,v,Note
Liberloo et al. 2005,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,Populus nigra,seedling,8.46,60.0 ,368,550,182,FACE,ANPP,-0.01 ,0.67 ,POP-EUROFACE
Liberloo et al. 2006,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,Populus alba L. clone 2AS-11,seedling,8.46,72.0 ,370,550,180,FACE,Rootbiomass,0.17 ,0.67 ,POP-EUROFACE
Liberloo et al. 2006,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,Populus nigra L. clone Jean Pourtet,seedling,8.46,72.0 ,370,550,180,FACE,Rootbiomass,0.20 ,0.67 ,POP-EUROFACE
Liberloo et al. 2006,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,Populus x euramericana,seedling,8.46,72.0 ,370,550,180,FACE,Rootbiomass,0.35 ,0.67 ,POP-EUROFACE
Liberloo et al. 2006,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,Populus alba L. clone 2AS-11,seedling,8.46,72.0 ,370,550,180,FACE,Rootbiomass,0.11 ,0.67 ,POP-EUROFACE
Liberloo et al. 2006,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,Populus nigra L. clone Jean Pourtet,seedling,8.46,72.0 ,370,550,180,FACE,Rootbiomass,0.51 ,0.67 ,POP-EUROFACE
Liberloo et al. 2006,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,Populus x euramericana,seedling,8.46,72.0 ,370,550,180,FACE,Rootbiomass,0.31 ,0.67 ,POP-EUROFACE
Liberloo et al. 2007,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,Populus alba,seedling,8.46,72.0 ,368,550,182,FACE,NUE,0.40 ,0.67 ,POP-EUROFACE
Liberloo et al. 2007,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,Populus alba,seedling,8.46,72.0 ,368,550,182,FACE,NUE,0.33 ,0.67 ,POP-EUROFACE
Liberloo et al. 2007,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,Populus alba,seedling,8.46,72.0 ,368,550,182,FACE,NUE,-0.07 ,0.67 ,POP-EUROFACE
Liberloo et al. 2007,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,Populus x euramericana,seedling,8.46,72.0 ,368,550,182,FACE,NUE,0.19 ,0.67 ,POP-EUROFACE
Liberloo et al. 2007,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,Populus x euramericana,seedling,8.46,72.0 ,368,550,182,FACE,NUE,0.37 ,0.67 ,POP-EUROFACE
Liberloo et al. 2007,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,Populus x euramericana,seedling,8.46,72.0 ,368,550,182,FACE,NUE,0.28 ,0.67 ,POP-EUROFACE
Liberloo et al. 2007,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,Populus nigra,seedling,8.46,72.0 ,368,550,182,FACE,NUE,0.23 ,0.67 ,POP-EUROFACE
Liberloo et al. 2007,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,Populus nigra,seedling,8.46,72.0 ,368,550,182,FACE,NUE,0.32 ,0.67 ,POP-EUROFACE
Liberloo et al. 2007,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,Populus nigra,seedling,8.46,72.0 ,368,550,182,FACE,NUE,0.38 ,0.67 ,POP-EUROFACE
Lichter et al.  2008,North America,USA,35.79 ,-79.09 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,108.0 ,400,600,200,FACE,SOC,0.00 ,0.67 ,Duke FACE
Lichter et al.  2008,North America,USA,35.79 ,-79.09 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,108.0 ,400,600,200,FACE,SoilCN,0.09 ,0.67 ,Duke FACE
Lichter et al. 2005,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,72.0 ,365,565,200,FACE,SOC,0.12 ,0.67 ,Duke FACE
Lichter et al. 2005,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,72.0 ,365,565,200,FACE,SOC,0.19 ,0.67 ,Duke FACE
Lichter et al. 2005,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,72.0 ,365,565,200,FACE,SOC,0.05 ,0.67 ,Duke FACE
Lichter et al. 2005,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,72.0 ,365,565,200,FACE,SoilCN,-0.06 ,0.67 ,Duke FACE
Lichter et al. 2005,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,72.0 ,365,565,200,FACE,SoilCN,0.05 ,0.67 ,Duke FACE
Lichter et al. 2005,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,72.0 ,365,565,200,FACE,SoilCN,0.09 ,0.67 ,Duke FACE
Lin et al. 1999,North America,USA,44.56 ,-123.29 ,76 ,11.5 ,1234 ,Pseudotsuga menziesii,seedling,13.0 ,48.0 ,380,580,200,Growth Chamber,Rs,0.20 ,0.67 ,
Lin et al. 2001,North America,USA,44.56 ,-123.29 ,76 ,11.5 ,1234 ,Pseudotsuga menziesii,seedling,13.0 ,2.0 ,380,580,200,Growth Chamber,Rs,0.24 ,0.67 ,
Lin et al. 2001,North America,USA,44.56 ,-123.29 ,76 ,11.5 ,1234 ,Pseudotsuga menziesii,seedling,13.0 ,2.0 ,380,580,200,Growth Chamber,Rs,0.17 ,0.67 ,
Lindroth et al.  2001,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,Populus tremuloides,9,12.9,24.0 ,360,560,200,FACE,Leaf[N],-0.24 ,0.67 ,"FACTS-II, Aspen FACE"
Lindroth et al.  2001,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,"Betula papyrifera, Populus tremuloides",9,12.9,24.0 ,360,560,200,FACE,Leaf[N],-0.09 ,0.67 ,"FACTS-II, Aspen FACE"
Lindroth et al.  2001,North America,USA,45.70 ,-89.70 ,485 ,4.6 ,785 ,Populus tremuloides,9,12.9,24.0 ,360,560,200,FACE,Leaf[C],-0.06 ,0.67 ,
Lindroth et al.  2001,North America,USA,45.70 ,-89.70 ,485 ,4.6 ,785 ,"Betula papyrifera, Populus tremuloides",9,12.9,24.0 ,360,560,200,FACE,Leaf[C],-0.01 ,0.67 ,
Liu et al.  2018,Asia,China,31.68 ,103.88 ,1820,9.3 ,826 ,Pinus tabulaeformis is,5,,28.0 ,350,700,350,Growth Chamber,SOC,0.31 ,0.67 ,
Liu et al. 2008,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,24.0 ,350,700,350,OTC,NO3-,-0.46 ,0.83 ,
Liu et al. 2008,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,24.0 ,350,700,350,OTC,NO3-,-0.46 ,0.83 ,
Liu et al. 2008,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,24.0 ,350,700,350,OTC,NO3-,0.01 ,0.83 ,
Liu et al. 2010,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,Rootbiomass,0.00 ,0.67 ,
Liu et al. 2010,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,Rootbiomass,-0.07 ,0.67 ,
Liu et al. 2010,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,SoilCN,-0.35 ,0.67 ,
Liu et al. 2010,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,SoilCN,-0.02 ,0.67 ,
Liu et al. 2010,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,SOC,-0.06 ,0.67 ,
Liu et al. 2010,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,SOC,0.16 ,0.67 ,
Liu et al. 2010,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,Rs,0.27 ,0.67 ,
Liu et al. 2010,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,Rs,0.28 ,0.67 ,
Liu et al. 2010,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,Rs,0.26 ,0.67 ,
Liu et al. 2010,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,Rs,0.34 ,0.67 ,
Liu et al. 2010,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,Rs,0.27 ,0.67 ,
Liu et al. 2010,Asia,China,23.33 ,113.50 ,126,21.5 ,1750 ,"Pinus massoniana, Castanopsis hystrix, Syzygium hancei, Schima superba, Acmena acuminatissima, and Ormosia pinnata",seedling,22.8 ,48.0 ,400,700,300,OTC,Rs,0.43 ,0.67 ,
Long et al. 2012,North America,USA,35.98 ,-79.10 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,SoilNH4+,0.03 ,0.67 ,Duke FACE
Long et al. 2012,North America,USA,35.98 ,-79.10 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,SoilNH4+,-0.34 ,0.67 ,Duke FACE
Lovelock et al. 1998,South America,Panama,8.97 ,-79.57 ,16,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,6.0 ,350,700,350,OTC,Anet,-0.06 ,0.67 ,
"Lovelock et al.,  1998",South America,Panama,8.97 ,-79.57 ,16,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,6.0 ,350,700,350,OTC,Leaf[C],0.02 ,0.67 ,
"Lovelock et al.,  1998",South America,Panama,8.97 ,-79.57 ,16,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,6.0 ,350,700,350,OTC,Leaf[C],-0.08 ,0.50 ,
"Lovelock et al.,  1998",South America,Panama,8.97 ,-79.57 ,16,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,6.0 ,350,700,350,OTC,Leaf[C],0.05 ,0.40 ,
"Lovelock et al.,  1998",South America,Panama,8.97 ,-79.57 ,16,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,6.0 ,350,700,350,OTC,Leaf[C],-0.02 ,0.33 ,
"Lovelock et al.,  1998",South America,Panama,8.97 ,-79.57 ,16,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,6.0 ,350,700,350,OTC,Leaf[C],0.01 ,0.29 ,
"Lovelock et al.,  1998",South America,Panama,8.97 ,-79.57 ,16,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,6.0 ,350,700,350,OTC,Leaf[C],-0.01 ,0.25 ,
Lovelock et al.1996,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Beilschmiedia pendul,seedling,10.2,5.0 ,350,790,440,OTC,Anet,0.20 ,0.40 ,
Lovelock et al.1996,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Beilschmiedia pendul,seedling,10.2,5.0 ,350,790,440,OTC,Anet,0.10 ,0.40 ,
Lovelock et al.1996,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Beilschmiedia pendul,seedling,10.2,5.0 ,350,790,440,OTC,Anet,0.19 ,0.40 ,
Lovelock et al.1996,South America,Panama,9.12 ,-79.70 ,28,27.0 ,1820 ,Beilschmiedia pendul,seedling,10.2,5.0 ,350,790,440,OTC,Anet,0.50 ,0.40 ,
Lovelock et al.1999,South America,Panama,8.99 ,-79.57 ,1000,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,2.0 ,370,775,405,OTC,Anet,0.73 ,0.22 ,
Lovelock et al.1999,South America,Panama,8.99 ,-79.57 ,1000,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,2.0 ,370,775,405,OTC,Anet,0.58 ,0.22 ,
Lovelock et al.1999,South America,Panama,8.99 ,-79.57 ,1000,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,2.0 ,370,775,405,OTC,Anet,0.35 ,0.22 ,
Lovelock et al.1999,South America,Panama,8.99 ,-79.57 ,1000,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,2.0 ,370,775,405,OTC,Anet,0.42 ,0.22 ,
Lovelock et al.1999,South America,Panama,8.99 ,-79.57 ,1000,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,2.0 ,370,775,405,OTC,Anet,0.49 ,0.22 ,
Lovelock et al.1999,South America,Panama,8.99 ,-79.57 ,1000,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,2.0 ,370,775,405,OTC,Anet,0.84 ,0.22 ,
Lovelock et al.1999,South America,Panama,8.99 ,-79.57 ,1000,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,2.0 ,370,775,405,OTC,Anet,0.35 ,0.22 ,
Lovelock et al.1999,South America,Panama,8.99 ,-79.57 ,1000,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,2.0 ,370,775,405,OTC,Anet,0.48 ,0.22 ,
Lovelock et al.1999,South America,Panama,8.99 ,-79.57 ,1000,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,2.0 ,370,775,405,OTC,Anet,0.52 ,0.22 ,
Lovelock et al.1999,South America,Panama,8.99 ,-79.57 ,1000,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,2.0 ,370,775,405,OTC,Anet,0.46 ,0.22 ,
Lovelock et al.1999,South America,Panama,8.99 ,-79.57 ,1000,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,2.0 ,370,775,405,OTC,Leaf[N],-0.07 ,0.22 ,
Lovelock et al.1999,South America,Panama,8.99 ,-79.57 ,1000,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,2.0 ,370,775,405,OTC,Leaf[N],0.06 ,0.22 ,
Lovelock et al.1999,South America,Panama,8.99 ,-79.57 ,1000,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,2.0 ,370,775,405,OTC,LeafCN,0.08 ,0.22 ,
Lovelock et al.1999,South America,Panama,8.99 ,-79.57 ,1000,27.0 ,1820 ,Copaiferu aromatica,seedling,10.2,2.0 ,370,775,405,OTC,LeafCN,0.00 ,0.22 ,
Loya et al.  2003,North America,USA,45.60 ,-89.50 ,490,6.4 ,821 ,Populus tremuloides,9,12.9,60.0 ,350,560,210,FACE,SOC,-0.03 ,0.67 ,"FACTS-II, Aspen FACE"
Loya et al.  2003,North America,USA,45.60 ,-89.50 ,490,6.4 ,821 ,Populus tremuloides,9,12.9,60.0 ,350,560,210,FACE,MBC,-0.03 ,0.67 ,"FACTS-II, Aspen FACE"
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,N2O,-0.55 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,N2O,0.32 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,SOC,-0.06 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,SOC,0.03 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,SOC,0.08 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,SOC,-0.09 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,SOC,-0.06 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,SOC,0.01 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,Rs,0.02 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,Rs,-0.09 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,Rs,0.43 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,Rs,-0.03 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,Rs,-0.09 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,Rs,-0.28 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,SoilCN,-0.04 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,SoilCN,0.00 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,SoilCN,-0.05 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,seedling,13.6,9.0 ,400,600,200,Growth Chamber,SoilCN,-0.01 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-30.42 ,151.65 ,1065 ,21.1 ,790 ,Eucalyptus tereticornis,seedling,12,9.0 ,400,600,200,Growth Chamber,SoilCN,0.04 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-30.42 ,151.65 ,1065 ,21.1 ,790 ,Eucalyptus tereticornis,seedling,12,9.0 ,400,600,200,Growth Chamber,SoilCN,-0.03 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-30.42 ,151.65 ,1065 ,21.1 ,790 ,Eucalyptus tereticornis,seedling,12,9.0 ,400,600,200,Growth Chamber,SoilCN,0.01 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-30.42 ,151.65 ,1065 ,21.1 ,790 ,Eucalyptus tereticornis,seedling,12,9.0 ,400,600,200,Growth Chamber,SoilCN,-0.01 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-30.42 ,151.65 ,1065 ,21.1 ,790 ,Eucalyptus tereticornis,seedling,12,9.0 ,400,600,200,Growth Chamber,SoilCN,0.03 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-30.42 ,151.65 ,1065 ,21.1 ,790 ,Eucalyptus tereticornis,seedling,12,9.0 ,400,600,200,Growth Chamber,SoilCN,-0.02 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-30.42 ,151.65 ,1065 ,21.1 ,790 ,Eucalyptus tereticornis,seedling,12,9.0 ,400,600,200,Growth Chamber,SoilCN,0.01 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-30.42 ,151.65 ,1065 ,21.1 ,790 ,Eucalyptus tereticornis,seedling,12,9.0 ,400,600,200,Growth Chamber,SoilCN,-0.01 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-30.42 ,151.65 ,1120 ,21.1 ,790 ,Eucalyptus tereticornis,seedling,12,9.0 ,400,600,200,Growth Chamber,N2O,-0.13 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-30.42 ,151.65 ,1120 ,21.1 ,790 ,Eucalyptus tereticornis,seedling,12,9.0 ,400,600,200,Growth Chamber,N2O,0.69 ,0.67 ,
Martins et al. 2016,Oceania,Australia,-30.42 ,151.65 ,1120 ,21.1 ,790 ,Eucalyptus tereticornis,seedling,12,9.0 ,400,600,200,Growth Chamber,N2O,-2.20 ,0.67 ,
Martins et al. 2021,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,10,14,60.0 ,390,540,150,FACE,N2O,-0.35 ,0.67 ,EucFACE
Martins et al. 2021,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,10,14,60.0 ,390,540,150,FACE,N2O,-0.25 ,0.67 ,EucFACE
Martins et al. 2021,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,10,14,60.0 ,390,540,150,FACE,N2O,-0.90 ,0.67 ,EucFACE
Martins et al. 2021,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,10,14,60.0 ,390,540,150,FACE,N2O,-0.35 ,0.67 ,EucFACE
McCarthy et al. 2010,North America,USA,35.87 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,NPP,0.07 ,0.67 ,Duke FACE
McCarthy et al. 2010,North America,USA,35.87 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,NPP,0.23 ,0.67 ,Duke FACE
McCarthy et al. 2010,North America,USA,35.87 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,NPP,0.26 ,0.67 ,Duke FACE
McCarthy et al. 2010,North America,USA,35.87 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,NPP,0.24 ,0.67 ,Duke FACE
McCarthy et al. 2010,North America,USA,35.87 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,NPP,0.20 ,0.67 ,Duke FACE
McCarthy et al. 2010,North America,USA,35.87 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,NPP,0.24 ,0.67 ,Duke FACE
McCarthy et al. 2010,North America,USA,35.87 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,NPP,0.27 ,0.67 ,Duke FACE
McCarthy et al. 2010,North America,USA,35.87 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,NPP,0.27 ,0.67 ,Duke FACE
McCarthy et al. 2010,North America,USA,35.87 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,NPP,0.27 ,0.67 ,Duke FACE
McCarthy et al. 2010,North America,USA,35.87 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,NPP,0.24 ,0.67 ,Duke FACE
McCarthy et al. 2010,North America,USA,35.87 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,NPP,0.26 ,0.67 ,Duke FACE
McCarthy et al. 2010,North America,USA,35.87 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,NPP,0.24 ,0.67 ,Duke FACE
McCarthy et al. 2010,North America,USA,35.87 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,NPP,0.21 ,0.67 ,Duke FACE
McCarthy et al. 2010,North America,USA,35.87 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,NPP,0.25 ,0.67 ,Duke FACE
McCarthy et al. 2010,North America,USA,35.87 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,NPP,0.27 ,0.67 ,Duke FACE
McCarthy et al. 2010,North America,USA,35.87 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,NPP,0.26 ,0.67 ,Duke FACE
McCarthy et al. 2010,North America,USA,35.87 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,120.0 ,365,565,200,FACE,NPP,0.26 ,0.67 ,Duke FACE
McKinley et al. 2009,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,132.0 ,350,700,350,OTC,TIN,-0.23 ,0.25 ,
McKinley et al. 2009,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,132.0 ,350,700,350,OTC,Nmin,0.33 ,0.25 ,
McKinley et al. 2009,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,132.0 ,350,700,350,OTC,Rs,0.00 ,0.25 ,
McKinley et al. 2009,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,132.0 ,350,700,350,OTC,Rs,0.37 ,0.25 ,
